source	relation	target	status	note
PHYS_CHARGE_BRANCH	GROUNDS_PHYSICAL_MEANING	CLAIM_CHARGE_ONTOLOGY_FIREWALL	exact_bookkeeping_firewall	Physical ontology object grounded by this claim.
PHYS_CHARGE_BRANCH	GROUNDS_PHYSICAL_MEANING	CLAIM_LEPTON_HALF_INTEGER_CONDITIONAL	conditional_open	Physical ontology object grounded by this claim.
PHYS_CHARGE_BRANCH	REPRESENTED_BY	MATH_QSTAR_QEFF	exact	Charge branch represented by eta_Q,q_*,q_eff dictionary.
PHYS_FINITE_MOUTH_SHAPE	GROUNDS_PHYSICAL_MEANING	CLAIM_5PN_FULL_BUNDLE_SURFACE	exact_within_reduced_bundle_open_branch	Physical ontology object grounded by this claim.
PHYS_FINITE_MOUTH_SHAPE	GROUNDS_PHYSICAL_MEANING	CLAIM_PACKET_A_PACKET_B_SPLIT	open_branch_packets	Physical ontology object grounded by this claim.
PHYS_FINITE_MOUTH_SHAPE	GROUNDS_PHYSICAL_MEANING	CLAIM_PARENT_WALL_STATUS_SPLIT	strict_parent_fail_effective_wall_pass	Physical ontology object grounded by this claim.
PHYS_FINITE_MOUTH_SHAPE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE1_GEOMETRY_LIFT	effective_geometry_lift	Physical ontology object grounded by this claim.
PHYS_FINITE_MOUTH_SHAPE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE024_O3_ISOTROPY	exact_angular_reduced	Physical ontology object grounded by this claim.
PHYS_FINITE_MOUTH_SHAPE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE025_031_SELECTED_BRANCH	exact_within_selected_reduced_branch	Physical ontology object grounded by this claim.
PHYS_FINITE_MOUTH_SHAPE	FEEDS	PHYS_GROUPED_P2_SHAPE_RESPONSE	reduced	Finite-mouth Hessian/tidal loading drives P0/P2 response.
PHYS_FINITE_MOUTH_SHAPE	AFFECTS	TARGET_PACKET_B	reduced/open	P22/orbit-lock/mouth bracing enters weak-axisymmetric packet.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_25PN_QUAD_NARROWING	conditional_theorem_open_normalization	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_2PN_ADM_WITHIN_HIERARCHY	exact_assembly_within_closure	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	exact_assembly_within_closure	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE1_GEOMETRY_LIFT	effective_geometry_lift	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE2_AL_RECOVERY	exact_within_wall_action	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE3_BDG_SCHUR	exact_within_reduced_stable_modes	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE023_FULL_BUNDLE_RATIO	exact_within_reduced_bundle	Physical ontology object grounded by this claim.
PHYS_GROUPED_P2_SHAPE_RESPONSE	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE024_O3_ISOTROPY	exact_angular_reduced	Physical ontology object grounded by this claim.
PHYS_INTERIOR_SUPPORT	GROUNDS_PHYSICAL_MEANING	CLAIM_2PN_ADM_WITHIN_HIERARCHY	exact_assembly_within_closure	Physical ontology object grounded by this claim.
PHYS_INTERIOR_SUPPORT	GROUNDS_PHYSICAL_MEANING	CLAIM_LEPTON_MASS_REDUCED_LEDGER	reduced_closure_theorem_open_scale	Physical ontology object grounded by this claim.
PHYS_INTERIOR_SUPPORT	GROUNDS_PHYSICAL_MEANING	CLAIM_RESPONSE_READOUT_DISCIPLINE	paper_facing_ontology_discipline	Physical ontology object grounded by this claim.
PHYS_INTERIOR_SUPPORT	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE3_BDG_SCHUR	exact_within_reduced_stable_modes	Physical ontology object grounded by this claim.
PHYS_INTERIOR_SUPPORT	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE025_031_SELECTED_BRANCH	exact_within_selected_reduced_branch	Physical ontology object grounded by this claim.
PHYS_INTERIOR_SUPPORT	SUPPORTS	PHYS_SUPERFLUID_INTAKE_OUTPUT	physical	Interior/open conduit hosts intake/output and support channels.
PHYS_INTERIOR_SUPPORT	AFFECTS	READOUT_D0_C_P0_N2_N4	reduced/open	BdG/support spectra contribute B_n moments.
PHYS_LOCALIZED_EM_SECTOR	GROUNDS_PHYSICAL_MEANING	CLAIM_MAXWELL_GAUGE_LOCALIZATION_PATCH	safe_interpretation_or_structural_patch	Physical ontology object grounded by this claim.
PHYS_LOCALIZED_EM_SECTOR	GROUNDS_PHYSICAL_MEANING	CLAIM_PARENT_ACTION_CURRENT_EXACT	exact_parent_current	Physical ontology object grounded by this claim.
PHYS_LOCALIZED_EM_SECTOR	GROUNDS_PHYSICAL_MEANING	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	controlled_reduction	Physical ontology object grounded by this claim.
PHYS_LOCALIZED_EM_SECTOR	REPRESENTED_BY	MATH_LOCALIZED_MAXWELL_AM	exact	Localized EM sector represented by A_M,F_MN with Z(w).
PHYS_LOCALIZED_EM_SECTOR	LOCALIZED_BY	MATH_Z_PROFILE	exact	Z controls EM localization and effective coupling.
PHYS_MAGNETIC_VORTICAL_CIRCULATION	GROUNDS_PHYSICAL_MEANING	CLAIM_CHARGE_ONTOLOGY_FIREWALL	exact_bookkeeping_firewall	Physical ontology object grounded by this claim.
PHYS_MAGNETIC_VORTICAL_CIRCULATION	GROUNDS_PHYSICAL_MEANING	CLAIM_MIXED_RECIRCULATION_OPEN	open	Physical ontology object grounded by this claim.
PHYS_MAGNETIC_VORTICAL_CIRCULATION	REPRESENTED_BY	MATH_FLUXOID	exact/open plumbing	Fluxoid/circulation represented by quantized holonomy law.
PHYS_MATERIAL_CLOSURE	GROUNDS_PHYSICAL_MEANING	CLAIM_MATERIAL_CLOSURE_GAP	open	Physical ontology object grounded by this claim.
PHYS_MATERIAL_CLOSURE	IS_OPEN_GATE_FOR	OPEN_MATERIAL_CLOSURE	open	Material sector must close branch-level density/speed/flux data.
PHYS_MATERIAL_CLOSURE	AFFECTS	READOUT_D0_C_P0_N2_N4	open	Material sector can shift response readouts through density/speed/flux.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_G2_COMMON_QUOTIENT	conditional_reduced_residual	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_LEPTON_HALF_INTEGER_CONDITIONAL	conditional_open	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_MAXWELL_GAUGE_LOCALIZATION_PATCH	safe_interpretation_or_structural_patch	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_MIXED_RECIRCULATION_OPEN	open	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_MIXED_SECTOR_MICROSCOPIC	exact_gauge_invariant_with_reduced_uses	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_PROJECTED_EM_OUTGOING_BRIDGE	exact_within_reduced_mixed_kernel	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	GROUNDS_PHYSICAL_MEANING	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	controlled_reduction	Physical ontology object grounded by this claim.
PHYS_MIXED_EM_CORE	REPRESENTED_BY	MATH_MIXED_FIELDS_EW_CA	exact	Mixed physical channels represented by gauge-invariant E_w,C_a and A_w/F_mu_w/J^w.
PHYS_MIXED_EM_CORE	AFFECTS	READOUT_D0_C_P0_N2_N4	reduced/open	Mixed spectra contribute Z_n,N_n moments.
PHYS_MOUTH_CROSS_SECTION	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE2_AL_RECOVERY	exact_within_wall_action	Physical ontology object grounded by this claim.
PHYS_MOUTH_CROSS_SECTION	REQUIRES_FIREWALL	PHYS_MOUTH_INTERIOR_FIREWALL	paper_facing	Do not identify the mouth with the whole defect.
PHYS_OPEN_CONDUIT	GROUNDS_PHYSICAL_MEANING	CLAIM_MIXED_RECIRCULATION_OPEN	open	Physical ontology object grounded by this claim.
PHYS_OPEN_CONDUIT	GROUNDS_PHYSICAL_MEANING	CLAIM_MIXED_SECTOR_MICROSCOPIC	exact_gauge_invariant_with_reduced_uses	Physical ontology object grounded by this claim.
PHYS_OPEN_CONDUIT	GROUNDS_PHYSICAL_MEANING	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	exact_projection_plus_controlled_hook	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	GROUNDS_PHYSICAL_MEANING	CLAIM_25PN_QUAD_NARROWING	conditional_theorem_open_normalization	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	GROUNDS_PHYSICAL_MEANING	CLAIM_4PN_LOCAL_CLOSED_TAIL_CONDITIONAL	local_closed_tail_conditional	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	GROUNDS_PHYSICAL_MEANING	CLAIM_MIXED_SECTOR_MICROSCOPIC	exact_gauge_invariant_with_reduced_uses	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	GROUNDS_PHYSICAL_MEANING	CLAIM_PROJECTED_EM_OUTGOING_BRIDGE	exact_within_reduced_mixed_kernel	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE022_P0_TARGET	exact_within_grouped_bridge	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE025_031_SELECTED_BRANCH	exact_within_selected_reduced_branch	Physical ontology object grounded by this claim.
PHYS_OUTGOING_QUADRUPOLE_PORT	REQUIRES	OPEN_QUAD_NORMALIZATION	open	Outgoing port normalization must match universal quadrupole coefficient.
PHYS_REG_BRANCH_EXPORT	LINKS_TO	CLAIM_BRANCH_EXPORTER_REQUIRED	active	Physical register entry links to graph object.
PHYS_REG_BRANCH_EXPORT	LINKS_TO	OPEN_ACTUAL_BRANCH_EXPORTER	active	Physical register entry links to graph object.
PHYS_REG_BRANCH_EXPORT	LINKS_TO	PHYS_BRANCH_EXPORTER	active	Physical register entry links to graph object.
PHYS_REG_CHARGE_EM	LINKS_TO	CLAIM_CHARGE_ONTOLOGY_FIREWALL	active	Physical register entry links to graph object.
PHYS_REG_CHARGE_EM	LINKS_TO	MATH_QSTAR_QEFF	active	Physical register entry links to graph object.
PHYS_REG_CHARGE_EM	LINKS_TO	PHYS_CHARGE_BRANCH	active	Physical register entry links to graph object.
PHYS_REG_CHARGE_EM	LINKS_TO	PHYS_MIXED_EM_CORE	active	Physical register entry links to graph object.
PHYS_REG_OBSERVER_PROJECTION	LINKS_TO	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	active	Physical register entry links to graph object.
PHYS_REG_OBSERVER_PROJECTION	LINKS_TO	MATH_W_PROJECTION	active	Physical register entry links to graph object.
PHYS_REG_OBSERVER_PROJECTION	LINKS_TO	PHYS_BRANE_OBSERVER	active	Physical register entry links to graph object.
PHYS_REG_OUTGOING_PORT	LINKS_TO	CLAIM_STAGE022_P0_TARGET	active	Physical register entry links to graph object.
PHYS_REG_OUTGOING_PORT	LINKS_TO	MATH_COMPACT_L2_OUTGOING_FINGERPRINT	active	Physical register entry links to graph object.
PHYS_REG_OUTGOING_PORT	LINKS_TO	PHYS_OUTGOING_QUADRUPOLE_PORT	active	Physical register entry links to graph object.
PHYS_REG_P2_QUAD	LINKS_TO	CLAIM_STAGE024_O3_ISOTROPY	active	Physical register entry links to graph object.
PHYS_REG_P2_QUAD	LINKS_TO	MATH_STF_SOURCE_MAP	active	Physical register entry links to graph object.
PHYS_REG_P2_QUAD	LINKS_TO	PHYS_GROUPED_P2_SHAPE_RESPONSE	active	Physical register entry links to graph object.
PHYS_REG_PARTICLE_THROAT	LINKS_TO	CLAIM_STAGE1_GEOMETRY_LIFT	active	Physical register entry links to graph object.
PHYS_REG_PARTICLE_THROAT	LINKS_TO	MATH_SIGMA_R_FIELD	active	Physical register entry links to graph object.
PHYS_REG_PARTICLE_THROAT	LINKS_TO	PHYS_BRANE_BULK_THROAT_DEFECT	active	Physical register entry links to graph object.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_5PN_FULL_BUNDLE_SURFACE	exact_within_reduced_bundle_open_branch	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_G2_COMMON_QUOTIENT	conditional_reduced_residual	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_PACKET_A_PACKET_B_SPLIT	open_branch_packets	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_PARENT_WALL_STATUS_SPLIT	strict_parent_fail_effective_wall_pass	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_RESPONSE_READOUT_DISCIPLINE	paper_facing_ontology_discipline	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE022_P0_TARGET	exact_within_grouped_bridge	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	GROUNDS_PHYSICAL_MEANING	CLAIM_STAGE023_FULL_BUNDLE_RATIO	exact_within_reduced_bundle	Physical ontology object grounded by this claim.
PHYS_RESPONSE_READOUTS	INTERPRETS	READOUT_D0_C_P0_N2_N4	status	Low-order readouts are compressed projected quantities, not the object.
PHYS_SUPERFLUID_INTAKE_OUTPUT	GROUNDS_PHYSICAL_MEANING	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	exact_projection_plus_controlled_hook	Physical ontology object grounded by this claim.
PHYS_SUPERFLUID_INTAKE_OUTPUT	FEEDS	PHYS_BRANCH_EXPORTER	open	Open-system flux and support data must be exported to response packets.
PHYS_SUPERFLUID_MEDIUM	GROUNDS_PHYSICAL_MEANING	CLAIM_PARENT_ACTION_CURRENT_EXACT	exact_parent_current	Physical ontology object grounded by this claim.
PHYS_SUPERFLUID_MEDIUM	REPRESENTED_BY	MATH_GNLS_PSI	exact	Superfluid medium represented by gauged GNLS field and density/current.
PHYS_TARGET_BLIND_BRANCH_SELECTION	GROUNDS_PHYSICAL_MEANING	CLAIM_BRANCH_EXPORTER_REQUIRED	open_actual_branch	Physical ontology object grounded by this claim.
PHYS_TARGET_BLIND_BRANCH_SELECTION	IMPLEMENTS	MT_V2_16_NO_REFIT	mandatory	No-refit protocol enforces target-blind branch freezing.
PHYS_TARGET_BLIND_BRANCH_SELECTION	GOVERNS	OPEN_ACTUAL_BRANCH_EXPORTER	mandatory	Exporter must be frozen before comparing to target packets.
PN_0_NEWTONIAN_HOOK	FEEDS	PN_1_EIH_FULL	closure	Newtonian backbone plus closures feeds 1PN EIH assembly.
PN_1_EIH_FULL	FEEDS	PN_2_ADM_FULL	closure	1PN ledger carried into 2PN ADM assembly.
PN_1_EIH_FULL	FEEDS	PN_2_ADM_FULL	derivation	2PN assembly imports 1PN closure hierarchy and EIH ledger.
PN_2_5_QUAD_NARROWING	OPENS_GATE	OPEN_QUAD_NORMALIZATION	open	Surviving universal branch needs passive/outgoing normalization.
PN_2_5_QUAD_NARROWING	REQUIRES	OPEN_QUAD_NORMALIZATION	open	Final 2.5PN theorem remains conditional on quadrupole normalization.
PN_2_5_QUAD_NARROWING	FEEDS	PN_3_GROUPED_P2_FULL	derivation	2.5PN identifies grouped real P2 as higher-order payload.
PN_2_5_QUAD_NARROWING	FEEDS	PN_3_GROUPED_P2_FULL	closure	Grouped real P2 bundle becomes 3PN conservative payload.
PN_2_5_QUAD_NARROWING	FEEDS	PN_4_LOCAL_TAIL	conditional	Same quadrupole normalization controls 4PN tail bridge.
PN_2_ADM_FULL	FEEDS	PN_2_5_QUAD_NARROWING	derivation	2PN P0/P2 mouth/support structure feeds 2.5PN quadrupole narrowing.
PN_2_ADM_FULL	FEEDS	PN_2_5_QUAD_NARROWING	conditional	2PN P0⊕P2 throat response sets up quadrupole narrowing.
PN_3_GROUPED_P2_FULL	FEEDS	PN_4_LOCAL_TAIL	derivation	3PN grouped P2 closure feeds 4PN local/tail interface.
PN_3_GROUPED_P2_FULL	FEEDS	PN_4_LOCAL_TAIL	closure	Lower conservative ledger carried into local 4PN assembly.
PN_4_LOCAL_TAIL	INHERITS_GATE	OPEN_QUAD_NORMALIZATION	open	Full 4PN theorem inherits same quadrupole normalization condition.
PN_4_LOCAL_TAIL	REQUIRES	OPEN_QUAD_NORMALIZATION	open	4PN tail theorem inherits same quadrupole normalization gap.
PN_4_LOCAL_TAIL	CONTINUES_TO	PN_5_FULL_BUNDLE_SURFACE	reduced	Later full-bundle target surface and weak-axisymmetric packet.
PN_4_LOCAL_TAIL	FEEDS	PN_5_FULL_BUNDLE_SURFACE	derivation	4PN tail interface motivates 5PN/full-bundle continuation.
PN_5_FULL_BUNDLE_SURFACE	USES	MATH_MONOMIAL_QUOTIENT	reduced	5PN weak-axisymmetric transport uses monomial quotient/orbit-lock machinery.
PN_5_FULL_BUNDLE_SURFACE	REQUIRES	OPEN_N2_N4_MOMENT_SHAPE	open	Higher-order full-bundle surface needs outgoing moment-shape control.
READOUT_D0_C_P0_N2_N4	CONSTRAINED_BY	MT_V2_28_ONTOLOGY_CHECKLIST	status	Checklist warns readouts are not physical ontology variables.
READOUT_D0_C_P0_N2_N4	NOT_EQUAL_TO	PHYS_BRANE_BULK_THROAT_DEFECT	firewall	Readout packet is not a full physical description of the throat.
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_1PN_EIH_WITHIN_HIERARCHY	exact_assembly_within_closure	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_25PN_QUAD_NARROWING	conditional_theorem_open_normalization	Claim class: conditional_theorem
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_2PN_ADM_WITHIN_HIERARCHY	exact_assembly_within_closure	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	exact_assembly_within_closure	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_4PN_LOCAL_CLOSED_TAIL_CONDITIONAL	local_closed_tail_conditional	Claim class: exact_within_closure_plus_open_gate
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_5PN_FULL_BUNDLE_SURFACE	exact_within_reduced_bundle_open_branch	Claim class: exact_within_closure_plus_open_gate
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_ATOMIC_HYDROGEN_ZERO_MODE	reduced_sector_consequence	Claim class: reduced_sector_consequence
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_BRANCH_EXPORTER_REQUIRED	open_actual_branch	Claim class: open_gate
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_CHARGE_ONTOLOGY_FIREWALL	exact_bookkeeping_firewall	Claim class: exact
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_G2_COMMON_QUOTIENT	conditional_reduced_residual	Claim class: reduced_sector_consequence
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_LEPTON_HALF_INTEGER_CONDITIONAL	conditional_open	Claim class: conditional_theorem
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_LEPTON_MASS_REDUCED_LEDGER	reduced_closure_theorem_open_scale	Claim class: reduced_sector_consequence
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_MATERIAL_CLOSURE_GAP	open	Claim class: open_gate
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_MAXWELL_GAUGE_LOCALIZATION_PATCH	safe_interpretation_or_structural_patch	Claim class: patched_required
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_MIXED_RECIRCULATION_OPEN	open	Claim class: open_gate
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_MIXED_SECTOR_MICROSCOPIC	exact_gauge_invariant_with_reduced_uses	Claim class: exact_plus_reduced_use
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_PACKET_A_PACKET_B_SPLIT	open_branch_packets	Claim class: open_gate
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_PARENT_ACTION_CURRENT_EXACT	exact_parent_current	Claim class: exact
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_PARENT_WALL_STATUS_SPLIT	strict_parent_fail_effective_wall_pass	Claim class: patched_required
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	exact_projection_plus_controlled_hook	Claim class: exact_and_controlled_reduction
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_RESPONSE_READOUT_DISCIPLINE	paper_facing_ontology_discipline	Claim class: status_audit
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE1_GEOMETRY_LIFT	effective_geometry_lift	Claim class: effective_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE2_AL_RECOVERY	exact_within_wall_action	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE3_BDG_SCHUR	exact_within_reduced_stable_modes	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_PROJECTED_EM_OUTGOING_BRIDGE	exact_within_reduced_mixed_kernel	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE022_P0_TARGET	exact_within_grouped_bridge	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE023_FULL_BUNDLE_RATIO	exact_within_reduced_bundle	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE024_O3_ISOTROPY	exact_angular_reduced	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_STAGE025_031_SELECTED_BRANCH	exact_within_selected_reduced_branch	Claim class: exact_within_closure
STATUS_LADDER_EXACT_TO_OPEN	CLASSIFIES	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	controlled_reduction	Claim class: controlled_reduction
TARGET_PACKET_A	USES	READOUT_D0_C_P0_N2_N4	target	Packet A is evaluated through reduced response readouts.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_1PN_EIH_WITHIN_HIERARCHY	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_25PN_QUAD_NARROWING	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_2PN_ADM_WITHIN_HIERARCHY	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_4PN_LOCAL_CLOSED_TAIL_CONDITIONAL	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_5PN_FULL_BUNDLE_SURFACE	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_ATOMIC_HYDROGEN_ZERO_MODE	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_BRANCH_EXPORTER_REQUIRED	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_CHARGE_ONTOLOGY_FIREWALL	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_G2_COMMON_QUOTIENT	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_LEPTON_HALF_INTEGER_CONDITIONAL	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_LEPTON_MASS_REDUCED_LEDGER	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_MATERIAL_CLOSURE_GAP	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_MAXWELL_GAUGE_LOCALIZATION_PATCH	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_MIXED_RECIRCULATION_OPEN	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_MIXED_SECTOR_MICROSCOPIC	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_PACKET_A_PACKET_B_SPLIT	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_PARENT_ACTION_CURRENT_EXACT	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_PARENT_WALL_STATUS_SPLIT	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_RESPONSE_READOUT_DISCIPLINE	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE1_GEOMETRY_LIFT	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE2_AL_RECOVERY	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE3_BDG_SCHUR	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_PROJECTED_EM_OUTGOING_BRIDGE	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE022_P0_TARGET	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE023_FULL_BUNDLE_RATIO	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE024_O3_ISOTROPY	active	v0.4 claim/theorem layer item.
